,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color,ex_showroom_price
15399,3750,1990,jeep,grand wagoneer,8 cylinders,148000,automatic,,,,white,8593
15400,0,2016,hyundai,veloster,4 cylinders,75783,automatic,,,hatchback,white,0
15401,7950,2013,ford,transit connect xlt,4 cylinders,,automatic,,compact,other,white,13087
15402,7950,2013,ford,transit connect van,4 cylinders,,automatic,,compact,,white,14728
15403,0,2006,ford,f-750sd,,56255,automatic,,,truck,white,0
15404,0,2016,ford,mustang,4 cylinders,80977,automatic,,,convertible,black,0
15405,0,2016,bmw,750,8 cylinders,33356,automatic,,,sedan,white,0
15406,0,2017,volkswagen,beetle,4 cylinders,22117,automatic,,compact,hatchback,black,0
15407,0,2015,toyota,tacoma,6 cylinders,56688,automatic,,,truck,grey,0
15408,0,2014,toyota,avalon,6 cylinders,97892,automatic,,,sedan,silver,0
15409,19900,2002,chevrolet,express 2500,8 cylinders,120000,automatic,1GCGG29R921121811,full-size,van,white,27583
15410,4995,2004,chevrolet,silverado 1500,8 cylinders,117873,automatic,2GCEK19T541254719,full-size,pickup,,13341
15411,5700,2009,nissan,murano sl awd,6 cylinders,151177,automatic,,,,,14272
15412,5700,2012,chrysler,200 touring,4 cylinders,97000,automatic,,,,,13777
15413,6700,2011,nissan,maxima sv,6 cylinders,107084,automatic,,,,,12196
15414,7900,2013,nissan,altima sv,4 cylinders,122994,automatic,,,,,16068
15415,8700,2011,toyota,corolla s,4 cylinders,85079,automatic,,,,,12849
15416,4995,2005,acura,tl,6 cylinders,121800,automatic,19UUA66285A019568,full-size,sedan,silver,12140
15417,5700,2008,cadillac,cts,6 cylinders,161687,automatic,,,,,13771
15418,0,2017,nissan,altima,4 cylinders,74338,automatic,,mid-size,sedan,brown,0
15419,2200,2001,jeep,grand cherokee laredo,6 cylinders,173000,automatic,1j4gx48s71c528622,full-size,SUV,red,8477
15420,10750,2013,ford,escape,,102700,automatic,,,,,15954
15421,0,2016,mercedes-benz,gle-class,6 cylinders,36073,automatic,,,SUV,black,0
15422,6300,2013,ford,fusion se,4 cylinders,142000,automatic,3FA6P0H72DR383037,,sedan,black,14052
15423,4995,2006,volvo,xc90,,161367,automatic,YV4CZ592161304958,mid-size,SUV,,12126
15424,0,2015,lexus,rc 350,6 cylinders,60765,automatic,,,coupe,grey,0
15425,9000,2008,cadillac,escalade,8 cylinders,150000,automatic,,full-size,SUV,black,17600
15426,9995,2012,volkswagen,cc,,62680,automatic,WVWMP7AN3CE537145,compact,sedan,black,17110
15427,5995,2012,dodge,grand caravan se,6 cylinders,150000,automatic,2c4rdgbg8cr407623,,mini-van,white,12104
15428,2800,2003,pontiac,bonneville se,,240000,automatic,,,,white,7640
15429,3995,2006,chevrolet,hhr lt,4 cylinders,,automatic,,,wagon,black,12750
15430,2400,2004,toyota,camry solara se,4 cylinders,148155,automatic,4T1CE38P14U950217,mid-size,coupe,silver,8503
15431,27000,2013,rover,evoque,4 cylinders,54000,automatic,,compact,SUV,red,32549
15432,3999,2012,chevrolet,impala police cruiser,6 cylinders,149968,automatic,,,sedan,silver,8123
15433,19995,2013,chevrolet,avalanche,,59437,automatic,3GNMCGE05DG206384,,pickup,black,28821
15434,0,2015,gmc,canyon,6 cylinders,76463,automatic,,,pickup,green,0
15435,5500,1982,chevrolet,k10,,91000,automatic,,,,,14373
15436,6450,2005,chrysler,300c,8 cylinders,106487,automatic,2C3JA63HX5H686867,,sedan,,10719
15437,6450,2010,nissan,rogue sl,4 cylinders,147988,automatic,JN8AS5MV7AW147971,,SUV,,11776
15438,4950,2007,honda,odyssey lx,6 cylinders,137630,automatic,5FNRL38297B132613,,mini-van,silver,9658
15439,9500,2013,toyota,camry,4 cylinders,,automatic,,full-size,sedan,black,15136
15440,9995,2014,ford,mustang,,49465,automatic,1ZVBP8AM6E5282219,sub-compact,coupe,silver,17498
15441,10900,1992,ford,f350 turbo diesel,,,manual,,,,,15103
15442,25000,2016,mercedes-benz,e-class e 350,6 cylinders,24683,automatic,WDDHF5KB2GB288010,,sedan,,29331
15443,12300,2010,ford,edge limited sport utility,6 cylinders,97945,other,2FMDK3KC9ABB26356,,other,red,21117
15444,26900,2015,toyota,tundra double cab sr5,8 cylinders,36309,automatic,5TFRY5F10FX184191,,pickup,,31416
15445,15700,2016,hyundai,veloster turbo coupe 3d,,37634,automatic,KMHTC6AE8GU281044,,coupe,black,24139
15446,0,2015,jeep,grand cherokee,6 cylinders,120614,automatic,,mid-size,SUV,black,0
15447,27500,2011,ford,f250 super duty xlt,8 cylinders,140300,automatic,,full-size,truck,silver,34660
15448,14900,2003,dodge,2500,,,manual,,,,,18964
15449,5500,2012,chevrolet,cruze 2lt turbo,4 cylinders,122600,automatic,1G1PG5SC5C7215036,full-size,sedan,silver,11733
15450,3800,2002,jaguar,x-type awd,6 cylinders,103500,automatic,SAJEA53D42XC44196,full-size,sedan,black,11068
15451,4995,2012,ford,focus se,4 cylinders,128400,automatic,1FAHP3K21CL404982,full-size,hatchback,red,9050
15452,4995,2008,toyota,scion xb,4 cylinders,134600,automatic,JTLKE50E681058191,full-size,wagon,yellow,9144
15453,3800,2008,ford,escape xlt,6 cylinders,140200,automatic,1FMCU93118KC15165,full-size,SUV,black,11892
15454,5500,2012,fiat,500 pop,4 cylinders,69500,manual,3C3CFFAR8CT229260,full-size,hatchback,grey,11141
15455,0,2016,kia,k900,6 cylinders,18949,automatic,,,sedan,white,0
15456,16995,2018,jeep,renegade,4 cylinders,11184,automatic,ZACCJBAB0JPH44067,full-size,SUV,red,21642
15457,15500,2019,kia,forte,4 cylinders,17207,automatic,3KPF24AD5KE077390,,sedan,black,22379
15458,3000,1990,jeep,wrangler yj,,,manual,,,,,8131
15459,4995,2003,ford,explorer,,168663,automatic,1FMDU75K03ZB42661,,SUV,black,11212
15460,7000,1999,jeep,cherokee,6 cylinders,225000,automatic,,mid-size,SUV,white,15970
15461,4500,1993,honda,civic,,,manual,,,,,11041
15462,4999,2012,nissan,altima s,4 cylinders,144549,automatic,,,sedan,red,13267
15463,3999,2011,ford,fusion sel,6 cylinders,136281,automatic,,,sedan,red,11984
15464,3999,2006,mazda,5 minivan,4 cylinders,129447,automatic,,,mini-van,green,8184
15465,7499,2012,nissan,maxima s,6 cylinders,125520,automatic,,,sedan,black,12000
15466,4999,2010,toyota,camry le 4dr,6 cylinders,155933,automatic,,,sedan,,9576
15467,19995,2017,ford,explorer,,60658,automatic,1FM5K8D82HGD20000,,SUV,black,27051
15468,18995,2016,ford,transit cargo van,6 cylinders,112235,automatic,1FTYE1ZM9GKA54122,,van,white,26522
15469,269,2015,jeep,cherokee,,,automatic,1C4PJMCB1FW715567,,,,6336
15470,2990,2005,bmw,x5 4.4i,8 cylinders,,automatic,,,SUV,grey,7642
15471,16800,2003,chevrolet,c7500 c&c,8 cylinders,49661,manual,1GBM7J1C33F509811,full-size,truck,white,24129
15472,14800,2001,ford,f550 xlt,8 cylinders,183830,automatic,1FDXF46F1YE004142,full-size,truck,white,20250
15473,30840,2018,dodge,grand caravan wheelchair,6 cylinders,40933,automatic,,full-size,mini-van,white,36452
15474,1790,2002,chevrolet,express 3500,8 cylinders,,automatic,,,truck,white,5800
15475,6995,2008,mercedes-benz,clk-class,,58707,automatic,WDBTJ56H28F239867,sub-compact,coupe,blue,15119
15476,5995,2008,pontiac,torrent gxp,6 cylinders,105000,automatic,2ckdl637086076947,,SUV,blue,13837
15477,6995,2010,jeep,liberty sport 4x4,6 cylinders,110000,automatic,1j4pn2gk5aw108352,,SUV,blue,15715
15478,0,2016,nissan,rogue,,,automatic,JN8AT2MV7GW139938,,,,0
15479,8950,2008,bmw,7-series,8 cylinders,118553,automatic,WBAHN83558DT87124,,sedan,black,16526
15480,3250,2002,honda,civic,4 cylinders,148530,automatic,1HGEM22522L001944,mid-size,coupe,red,7366
15481,5995,2013,ford,taurus awd police pkg,6 cylinders,133850,automatic,1FAHP2M86DG213306,full-size,sedan,black,11055
15482,25995,2006,ford,super duty f-450 drw,10 cylinders,54749,automatic,1FDXF46Y16EB89282,,truck,white,30950
15483,4999,2010,mazda,rx8 coupe,4 cylinders,84799,automatic,,,coupe,black,9703
15484,4000,2009,chevrolet,impala lt,,,automatic,,,,,10507
15485,6995,2012,nissan,maxima,,111465,automatic,1N4AA5APXCC864301,,sedan,black,13102
15486,23995,2014,,chevroelt silverado,,96000,automatic,,,,,31189
15487,17840,2017,chevrolet,express g3500,8 cylinders,51417,automatic,,full-size,van,white,23151
15488,22900,2016,toyota,tacoma access cab sr,,17608,other,5TFRX5GN6GX061503,,pickup,white,30823
15489,0,2019,nissan,versa,,,automatic,3N1CN7AP2KL841183,,,,0
15490,23200,2016,bmw,2 series 228i xdrive coupe,,23220,automatic,WBA1G9C51GV598783,,coupe,white,31903
15491,12300,2014,jeep,patriot sport suv 4d,,88623,automatic,1C4NJRBB4ED730824,,other,white,20984
15492,15500,2013,infiniti,g37x,6 cylinders,,automatic,,mid-size,sedan,blue,24464
15493,18840,2017,chevrolet,express g3500,8 cylinders,56844,automatic,,full-size,van,white,27434
15494,0,2010,dodge,nitro,6 cylinders,102696,automatic,1D4PT5GK3AW151152,mid-size,SUV,black,0
15495,0,2013,dodge,avenger,,,automatic,1C3CDZAB0DN665225,,,,0
15496,25800,2017,lexus,nx 200t sport utility 4d,,35223,automatic,JTJYARBZ8H2056362,,hatchback,black,33594
15497,34840,2017,chevrolet,express g3500,8 cylinders,44507,automatic,,full-size,van,silver,41292
15498,0,2014,hyundai,genesis,8 cylinders,85418,automatic,,,sedan,white,0
15499,4995,2005,nissan,altima 3.5 sl 2005,6 cylinders,131500,automatic,,mid-size,sedan,white,12211
15500,6000,2005,chevrolet,silverado,8 cylinders,189000,automatic,1GCEK19B35Z152397,full-size,truck,green,10892
15501,0,2015,honda,civic,4 cylinders,104220,manual,,compact,coupe,grey,0
15502,4000,2009,chevrolet,impala lt,6 cylinders,143000,automatic,2G1WT57N191190787,full-size,sedan,silver,11107
15503,6900,2004,chevrolet,silverado 1500,8 cylinders,417000,automatic,,full-size,truck,green,11651
15504,0,2016,ford,transit-350,6 cylinders,110617,automatic,,,van,white,0
15505,5990,2013,chevrolet,malibu ls,4 cylinders,143064,automatic,1G11B5SA8DF141573,mid-size,sedan,black,10450
15506,4000,2000,ram,1500,8 cylinders,134910,automatic,2B6HB11Y5YK115957,full-size,van,red,8621
15507,7990,2016,chevrolet,cruze lt,4 cylinders,102641,automatic,,compact,sedan,black,12040
15508,18400,2013,infiniti,g g37 journey sedan 4d,6 cylinders,37952,automatic,JN1CV6APXDM720954,,sedan,,25577
15509,6490,2012,buick,regal,4 cylinders,128989,automatic,,mid-size,sedan,black,10510
15510,6990,2016,nissan,sentra sv,4 cylinders,110010,automatic,,compact,sedan,black,15913
15511,8990,2010,lexus,es 350,6 cylinders,100585,automatic,,full-size,sedan,black,14064
15512,5990,2007,infiniti,g35x sedan,6 cylinders,137016,automatic,,full-size,sedan,black,12421
15513,0,2017,ford,mustang,4 cylinders,41715,automatic,,,convertible,black,0
15514,23800,2017,ram,1500 crew cab express pickup,8 cylinders,34015,other,1C6RR6KT7HS671101,,pickup,white,28195
15515,18700,2013,ford,explorer xlt sport utility,6 cylinders,58036,other,1FM5K7D82DGA95680,,other,red,26834
15516,19300,2016,ford,mustang ecoboost premium,,52408,automatic,1FA6P8TH4G5304568,,coupe,yellow,26180
15517,6990,2015,dodge,journey sxt,6 cylinders,120282,automatic,,full-size,SUV,white,11754
15518,0,2019,dodge,challenger,6 cylinders,14089,automatic,,,coupe,black,0
15519,2995,2002,hyundai,sonata,,113170,automatic,KMHWF35HX2A583372,,sedan,,10344
15520,23950,2013,chevrolet,silverado 1500 crew 4x4,8 cylinders,51000,automatic,,full-size,truck,grey,30854
15521,3499,2007,honda,odyssey ex,6 cylinders,174226,automatic,,,mini-van,silver,8316
15522,4999,2004,lexus,es 330 sedan,6 cylinders,123130,automatic,,,sedan,,10221
15523,5999,2008,audi,a6 quattro 3.2l,6 cylinders,108156,automatic,,,sedan,black,13681
15524,0,2016,jeep,patriot,4 cylinders,41438,automatic,1C4NJPBA6GD643019,compact,SUV,white,0
15525,0,2015,nissan,xterra,,,automatic,5N1AN0NW1FN651566,,,,0
15526,439,2017,ram,2500,,,automatic,3C6UR5DL0HG725475,,,,8529
15527,9995,2016,nissan,altima,,49694,automatic,1N4BL3AP9GC125641,,sedan,,18685
15528,18995,2011,ford,super duty f-250,8 cylinders,41648,automatic,1FDBF2A64BEC76236,,truck,grey,26816
15529,0,2003,chevrolet,silverado 1500,8 cylinders,142505,automatic,,full-size,truck,grey,0
15530,0,2013,kia,optima,4 cylinders,109040,automatic,,mid-size,sedan,white,0
15531,0,2015,ford,escape,4 cylinders,114008,automatic,1FMCU0J97FUA32651,compact,SUV,silver,0
15532,6995,2008,nissan,rogue,,129646,automatic,JN8AS58T48W007153,mid-size,SUV,white,12036
15533,9995,2009,toyota,venza awd v6,6 cylinders,115433,automatic,4T3BK11AX9U005957,full-size,wagon,red,15173
15534,14995,2014,dodge,durango limited awd gas,6 cylinders,101656,automatic,1C4RDJDG0EC979811,full-size,SUV,white,20727
15535,4800,2000,ram,2500,,,automatic,,,,,12070
15536,3500,1997,mazda,mx-5 miata,4 cylinders,117000,automatic,Xxxxxxxxxxxx,sub-compact,convertible,green,8115
15537,0,2015,bmw,i3,,36978,automatic,,,hatchback,grey,0
15538,5950,2013,hyundai,elantra,4 cylinders,154687,other,5NPDH4AEXDH208875,,sedan,black,14634
15539,0,2016,nissan,sentra,4 cylinders,14859,automatic,3N1AB7AP9GL679852,compact,sedan,silver,0
15540,18995,2015,ford,transit cargo van,6 cylinders,103039,automatic,1FTYR1YM8FKA87326,,van,white,25586
15541,6900,2005,ford,f-150,,169000,automatic,1FTRX14W65BA57122,full-size,truck,black,15299
15542,19995,2013,chevrolet,avalanche,,59437,automatic,3GNMCGE05DG206384,,pickup,black,28444
15543,5100,2014,nissan,versa sv,4 cylinders,92363,automatic,xxxxxxxxxxx,compact,sedan,grey,11899
15544,13919,2014,ford,fusion s,4 cylinders,18008,automatic,,,,,22579
15545,11789,2004,chevrolet,silverado 2500,8 cylinders,,automatic,,,,,20223
15546,49900,2018,volvo,xc 90 t6 awd inscription,,5700,automatic,,,,,55992
15547,9932,2004,chevrolet,tahoe,8 cylinders,,automatic,,,,,14877
15548,12498,2007,chevrolet,tahoe,8 cylinders,147012,automatic,,,,,17239
15549,9874,2009,chevrolet,impala ss,8 cylinders,121512,automatic,,,,,18045
15550,12989,2016,,scion tc,4 cylinders,85431,automatic,,,,,21117
15551,4500,1991,ford,f250,,,manual,,,,,13089
15552,6700,2008,mazda,,6 cylinders,124500,automatic,JM3TB38A780148798,full-size,SUV,red,13183
15553,6200,2003,honda,accord,6 cylinders,,automatic,,,,,10409
15554,6000,2000,toyota,land cruiser,8 cylinders,269000,automatic,,full-size,SUV,grey,10604
15555,600,1994,ford,explorer,6 cylinders,200000,manual,,full-size,SUV,green,5389
15556,7995,2012,mazda,cx-9 grand touring,6 cylinders,128300,automatic,JM3TB3DV0C0334765,full-size,SUV,black,14683
15557,5995,2012,jeep,liberty limited,6 cylinders,148500,automatic,1C4PJLAK7CW151836,full-size,SUV,black,12168
15558,5800,2011,hyundai,genesis 3.8l v6,6 cylinders,125900,automatic,KMHGC4DE3BU113256,full-size,sedan,white,13446
15559,8700,2014,cadillac,ats luxury,4 cylinders,121900,automatic,1G6AH5RX9E0167008,full-size,sedan,brown,17571
15560,4500,2012,chevrolet,malibu lt,4 cylinders,159300,automatic,1G1ZC5E05CF334877,full-size,sedan,silver,10128
15561,4800,2012,mazda,mazda3,4 cylinders,132709,manual,JM1BL1UG2C1502164,full-size,sedan,grey,9385
15562,6500,2005,jeep,grand cherokee limited 4x4,8 cylinders,138718,automatic,1J8HR58285C666422,full-size,SUV,white,10596
15563,5995,2010,gmc,acadia slt,6 cylinders,168444,automatic,1GKLVMED8AJ114801,full-size,SUV,silver,12961
15564,5800,2010,chevrolet,traverse lt awd,6 cylinders,149300,automatic,1GNLVFED8AS106111,full-size,SUV,blue,13715
15565,4995,2013,hyundai,elantra gls,4 cylinders,154939,automatic,KMHDH4AE3DU549813,full-size,sedan,grey,13978
15566,6995,2007,,hummer h3 4dr 4wd suv,6 cylinders,152300,automatic,5GTDN13E078177331,full-size,SUV,red,14324
15567,5500,2011,chevrolet,cruze lt rs,4 cylinders,86184,automatic,1G1PF5S99B7226787,full-size,sedan,silver,14293
15568,5800,2013,mazda,cx-5 touring,4 cylinders,200600,automatic,JM3KE2CE8D0139741,full-size,SUV,grey,11571
15569,6500,2007,bmw,530xi wagon,6 cylinders,112349,automatic,WBANN73547CN05049,mid-size,SUV,custom,14017
15570,5500,2007,saturn,outlook,6 cylinders,160000,automatic,,full-size,SUV,red,12658
15571,4995,2016,nissan,versa,,104682,automatic,3N1CN7AP5GL916305,compact,sedan,white,11879
15572,43000,2015,chevrolet,suburban 4wd lt z71,8 cylinders,25400,automatic,,full-size,SUV,black,48447
15573,1200,2002,nissan,altima,4 cylinders,169000,manual,1N4AL11D72C275259,full-size,sedan,grey,9820
15574,1000,1999,subaru,outback,4 cylinders,,automatic,,full-size,wagon,silver,8075
15575,0,2014,chevrolet,silverado 1500,8 cylinders,105506,automatic,3GCUKREC9EG372457,mid-size,truck,,0
15576,14995,2014,cadillac,srx,,56684,automatic,3GYFNCE3XES682329,,SUV,white,22824
15577,7999,2008,ford,mustang convertible,6 cylinders,58886,automatic,,,convertible,red,13962
15578,41998,2013,ford,super duty f-550 drw,8 cylinders,177369,automatic,1FDUF5GT2DEB86528,full-size,pickup,white,48853
15579,0,2014,ram,1500,,,automatic,3C6JR7ATXEG264378,,,,0
15580,219,2016,ford,escape,,,automatic,1FMCU0G79GUA72611,,,,8914
15581,6995,2001,toyota,tacoma,6 cylinders,213124,automatic,,mid-size,truck,black,13259
15582,13555,2010,ford,f-150,8 cylinders,26933,automatic,1FTNE1ELOADA13826,full-size,van,,21937
15583,800,2001,volvo,v70,,167000,automatic,,,,grey,7285
15584,0,2011,toyota,fj cruiser,6 cylinders,97922,automatic,JTEBU4BF8BK104227,mid-size,SUV,brown,0
15585,22998,2014,chevrolet,express commercial cutaway,8 cylinders,147000,automatic,1GB0G2CA8E1150942,full-size,,white,31935
15586,24998,2011,ford,super duty f-350 srw,8 cylinders,134732,automatic,1FT7X3B63BEB26632,full-size,,white,33982
15587,23998,2012,ford,super duty f-350 drw,8 cylinders,159100,automatic,1FD8W3H66CED10118,,pickup,white,32685
15588,44998,2011,ford,super duty f-550 drw,8 cylinders,180188,automatic,1FDUF5GT1BEC03123,,pickup,white,49227
15589,24998,2014,ford,super duty f-350 drw,8 cylinders,170210,automatic,1FD8X3H68EEA37618,,pickup,white,31548
15590,0,2005,ford,mustang,,,automatic,1ZVFT82H955104433,,,,0
15591,3999,2007,chrysler,pacifica touring,6 cylinders,121625,automatic,,,hatchback,,10888
15592,11995,2012,ram,,,44267,automatic,1C6RD6FP8CS330018,,pickup,silver,20580
15593,3000,2000,toyota,tundra,8 cylinders,238000,automatic,5tbbt4813ys014934,full-size,pickup,grey,7838
15594,9995,2012,infiniti,g37,,72932,automatic,JN1CV6EL7CM472927,,coupe,white,15889
15595,0,2014,nissan,frontier,6 cylinders,64752,automatic,1N6AD0EV3EN721305,,pickup,silver,0
15596,10995,2011,ram,dakota st extended cab 4wd,,95450,automatic,1D7RW2BK4BS631718,,pickup,white,17307
15597,2900,2003,ford,expedition,,171000,automatic,,,SUV,,6980
15598,22500,2013,rover,range evoque pure,,34371,automatic,SALVP1BGXDH854561,,other,,27597
15599,25200,2018,toyota,camry xle sedan 4d,,4373,automatic,4T1B11HK4JU148627,,sedan,black,29418
15600,23400,2017,toyota,tacoma access cab sr5,,13951,other,5TFRX5GN4HX081377,,pickup,silver,29850
15601,0,2017,buick,lacrosse,6 cylinders,25648,automatic,1G4ZR5SS9HU139343,mid-size,sedan,black,0
15602,0,2011,lincoln,mkx,6 cylinders,47127,automatic,2LMDJ8JK2BBJ11650,mid-size,SUV,black,0
15603,8495,2008,nissan,frontier se king cab 117k new tires,,117136,automatic,1N6BD06T58C413473,,pickup,silver,13224
15604,29995,2011,chevrolet,silverado 2500,,124000,automatic,,,,,34728
15605,14700,2014,ford,mustang v6 coupe 2d,6 cylinders,65047,automatic,1ZVBP8AM0E5302111,,coupe,silver,19367
15606,2800,2005,acura,rsx leather,4 cylinders,162292,manual,,full-size,coupe,brown,8577
15607,11995,2011,honda,pilot ex-l 4wd w dvd new tires and timing belt,,159445,automatic,5FNYF4H69BB015165,,SUV,,19544
15608,17000,2004,chevrolet,silverado 2500hd,8 cylinders,188000,automatic,,full-size,,grey,23907
15609,3450,2011,chevrolet,impala,6 cylinders,197123,automatic,2G1WF5EK1B1186504,,sedan,silver,8369
15610,2350,2001,chevrolet,venture,6 cylinders,155949,automatic,1GNDU23E91D195526,full-size,van,blue,11059
15611,2485,2003,toyota,camry,4 cylinders,270950,automatic,4T1BE30K73U717193,,sedan,silver,7260
15612,1999,2001,toyota,camry,4 cylinders,237032,automatic,4T1BG22K71U033940,,sedan,black,8662
15613,4495,2000,gmc,yukon sle 4wd,,215396,automatic,1GKEK13T6YJ178744,,SUV,,10223
15614,9000,2015,toyota,camry,4 cylinders,146000,automatic,,mid-size,sedan,grey,14652
15615,0,2014,bmw,x5,6 cylinders,80194,automatic,5UXKR2C56E0H33647,,SUV,grey,0
15616,23995,2013,ford,f-150,6 cylinders,118078,automatic,1FTFW1ET9DFB49432,,truck,white,31994
15617,6995,2008,ford,f-150,,150931,automatic,1FTRF12288KC95942,,pickup,black,12904
15618,9995,2012,jeep,grand cherokee,,104329,automatic,1C4RJFBG1CC323977,,SUV,,16442
15619,0,2013,dodge,dart,,,manual,1C3CDFCH6DD199192,,,,0
15620,249,2015,bmw,3-series,,,automatic,WBA3B5G56FNS12996,,,,6547
15621,2800,2007,subaru,impreza,4 cylinders,153197,automatic,JF1GD61677H504460,mid-size,sedan,blue,11163
15622,9995,2009,bmw,750li,,103954,automatic,WBAKB83539CY57074,full-size,sedan,,18111
15623,3499,2007,hyundai,sonata,6 cylinders,144742,automatic,5NPEU46F97H270371,compact,sedan,silver,11281
15624,7995,2003,chevrolet,silverado 1500 ext. cab-- only 94k--1 owner,,94601,automatic,2GCEC19XX31236215,,pickup,,14897
15625,12000,2001,chevrolet,,8 cylinders,109000,automatic,,full-size,SUV,white,16152
15626,7500,2015,ford,focus,,66284,automatic,,,,,16422
15627,1950,2004,toyota,camry solara,4 cylinders,222700,automatic,4T1CE38P34U793628,mid-size,coupe,silver,7178
15628,13550,2010,mercedes-benz,cls-class,8 cylinders,79714,automatic,WDDDJ7CB3AA165692,mid-size,coupe,black,17954
15629,4800,1948,mercury,truck,8 cylinders,19000,manual,,,,,10125
15630,8995,2015,hyundai,elantra,,66152,automatic,5NPDH4AE6FH651916,,sedan,silver,17257
15631,10900,2010,toyota,rav4,4 cylinders,112781,automatic,2T3DF4DV8AW057623,full-size,SUV,silver,17535
15632,2500,2001,chrysler,pt cruiser,4 cylinders,167668,manual,3C8FY4BBX1T517284,,,silver,8362
15633,25999,2002,ford,excursion,8 cylinders,119927,automatic,1FMSU43F82EB78745,,SUV,green,33374
15634,0,2017,nissan,sentra,,,automatic,3N1AB7AP2HY241775,,,,0
15635,8997,2012,toyota,camry,,79229,automatic,4T1BF1FKXCU176777,,sedan,white,14339
15636,3995,2004,,SUZUKI VITARA,4 cylinders,153249,manual,,compact,SUV,yellow,8751
15637,13995,2010,jeep,wrangler,,113000,automatic,,,,,19427
15638,25995,2002,ford,excursion limited,,126000,automatic,,,,,32210
15639,17995,2013,chevrolet,silverado 2500hd,,130000,automatic,,,,,22195
15640,16900,2008,chevrolet,silverado 2500hd,8 cylinders,253292,automatic,1GCHK23698F104732,full-size,truck,grey,22342
15641,11900,2011,honda,cr-v,4 cylinders,114479,automatic,5J6RE4H50BL056077,full-size,SUV,white,18611
15642,6300,2006,honda,cr-v,4 cylinders,156680,automatic,SHSRD78976U444342,full-size,SUV,custom,10884
15643,7950,2007,chevrolet,silverado classic 1500,8 cylinders,211445,automatic,2GCEC13V071164924,full-size,truck,red,15488
15644,48700,2016,gmc,sierra 2500 hd crew cab slt,8 cylinders,10009,automatic,1GT12TEG8GF294292,,pickup,black,55598
15645,17500,2017,gmc,terrain sle-1 sport utility,,15163,other,2GKALMEK1H6298501,,other,silver,21892
15646,10500,1987,,1987,,,manual,,,,black,17906
15647,17500,2015,chevrolet,camaro lt convertible,6 cylinders,72751,automatic,2G1FD3D30F9216863,,other,yellow,24662
15648,26200,2017,dodge,charger r/t sedan 4d,8 cylinders,44619,automatic,2C3CDXCT6HH571827,,sedan,black,34832
15649,13250,2014,volkswagen,jetta sedan,4 cylinders,32200,automatic,3vwll7aj2em268845,mid-size,sedan,white,21580
15650,2000,2007,chevrolet,equinox ls,,,automatic,,,,,10386
15651,22998,2014,chevrolet,express commercial cutaway,8 cylinders,147000,automatic,1GB0G2CA8E1150942,full-size,,white,27434
15652,27998,2015,ford,super duty f-350 drw,8 cylinders,154875,automatic,1FD8X3H62FEB45153,full-size,pickup,white,32621
15653,0,2008,buick,lacrosse,6 cylinders,124651,automatic,2G4WC582X81135129,mid-size,sedan,red,0
15654,26995,2012,ford,super duty f-350 srw,8 cylinders,125641,other,1FD8X3B65CEC62486,,truck,white,32798
15655,19995,2014,bmw,535d,,38385,automatic,WBAFV3C58ED686077,,sedan,silver,25887
15656,5995,2005,toyota,4runner sr5 4wd,8 cylinders,231499,automatic,,mid-size,SUV,silver,10860
15657,8995,2012,honda,accord,4 cylinders,112713,automatic,,mid-size,sedan,red,16109
15658,10995,2007,chevrolet,tahoe,8 cylinders,162999,automatic,,full-size,SUV,grey,16676
15659,11995,2008,,CMC DENALI,8 cylinders,171487,automatic,,full-size,SUV,black,19902
15660,13995,2011,jeep,wrangler sport,6 cylinders,150487,manual,,mid-size,offroad,blue,21267
15661,7995,2005,chevrolet,suburban,8 cylinders,138966,automatic,,full-size,SUV,grey,16240
15662,3995,2008,chrysler,300 awd,6 cylinders,129844,automatic,2C3KK53G58H329958,full-size,sedan,silver,12348
15663,6995,2011,kia,forte,4 cylinders,75383,automatic,,compact,sedan,black,14812
15664,11995,2012,chevrolet,suburban,8 cylinders,163100,automatic,,full-size,SUV,silver,16259
15665,6995,2009,honda,accord 4-door sedan,6 cylinders,162664,automatic,,mid-size,sedan,silver,11515
15666,6995,2014,volkswagen,golf tdi,4 cylinders,167498,automatic,,compact,sedan,red,14916
15667,6995,2009,mitsubishi,eclipse,,109709,other,,compact,,grey,14851
15668,4995,2002,honda,civic si,4 cylinders,160954,manual,,sub-compact,hatchback,black,11803
15669,5995,2007,volkswagen,rabbit,4 cylinders,125217,automatic,,compact,,silver,10299
15670,8600,2013,kia,sorento,4 cylinders,110367,automatic,,mid-size,SUV,blue,12610
15671,9650,2015,kia,optima gdi,4 cylinders,101324,automatic,,mid-size,sedan,white,13655
15672,10995,2014,kia,sorento,6 cylinders,94461,automatic,,compact,SUV,grey,16713
15673,8995,2012,gmc,terrain,4 cylinders,129761,automatic,,mid-size,SUV,brown,16458
15674,6500,2009,ford,escape xlt,6 cylinders,86860,automatic,,mid-size,SUV,white,13776
15675,5995,2004,gmc,yukon xl denali,8 cylinders,195085,automatic,,full-size,SUV,grey,13493
15676,12500,1953,chevrolet,3100 truck,8 cylinders,,automatic,,mid-size,truck,custom,21448
15677,18995,2006,gmc,sierra 3500,8 cylinders,198557,automatic,,full-size,truck,blue,24825
15678,8995,2010,subaru,impreza wrx,4 cylinders,140374,manual,,compact,sedan,silver,16167
